Age,Income,PurchaseFrequency,Revenue,MarketingCost,CustomerID,Visitors,Purchases,Gender,Channel,Campaign,Impressions,Clicks,Churn
21,93364,5,6429,1613,1378,497,1,Male,Direct Mail,Summer Sale,5816,862,1
19,83468,18,5842,1380,1379,868,7,Male,TV,Winter Sale,4711,396,0
60,53126,8,9261,2568,1380,684,5,Female,TV,Winter Sale,9580,210,0
23,53189,18,3719,914,1381,776,6,Male,Radio,Summer Sale,8271,410,1
35,35372,15,4988,1677,1382,975,5,Female,Social Media,Fall Sale,8838,937,1
34,77912,9,8952,2193,1383,252,1,Male,TV,Fall Sale,6115,458,0
61,46035,7,3648,4897,1384,850,6,Female,Social Media,Spring Sale,4029,980,1
29,39942,9,4731,2330,1385,990,6,Male,Social Media,Summer Sale,2121,249,0
54,53284,10,4604,1426,1386,740,8,Female,Radio,Summer Sale,5242,513,0
50,38312,7,6994,2068,1387,524,1,Male,Direct Mail,Winter Sale,7995,309,0
32,63395,4,2199,4126,1388,314,3,Male,TV,Winter Sale,5672,969,0
31,82303,4,6298,1790,1389,806,5,Female,Social Media,Spring Sale,6065,615,1
55,70244,14,5292,2727,1390,381,3,Male,Email,Fall Sale,9692,698,1
30,69986,13,798,1204,1391,203,4,Female,TV,Summer Sale,3787,229,1
29,35222,2,8971,1723,1392,613,1,Female,TV,Summer Sale,3095,582,1
33,81051,10,519,4676,1393,584,8,Male,Social Media,Summer Sale,4126,276,0
62,34688,18,8889,4764,1394,459,4,Female,TV,Spring Sale,3209,137,1
26,43123,9,5875,3795,1395,252,9,Male,Social Media,Summer Sale,3833,329,1
56,73854,19,4113,3682,1396,449,1,Male,Radio,Fall Sale,7106,350,0
26,66081,14,6911,4424,1397,425,7,Female,Radio,Fall Sale,4145,606,1
67,57356,10,5526,2525,1398,400,9,Female,Social Media,Spring Sale,7470,868,1
24,86990,18,7570,388,1399,846,5,Female,TV,Winter Sale,7215,853,1
18,45033,17,4448,2965,1400,474,7,Male,Direct Mail,Spring Sale,4447,555,1
43,34805,5,2314,4573,1401,272,2,Female,Direct Mail,Spring Sale,1497,560,1
33,65907,7,7255,1853,1402,913,4,Female,Direct Mail,Spring Sale,2904,252,0
45,94417,8,1090,4599,1403,909,9,Female,Direct Mail,Spring Sale,9713,755,1
34,46022,6,8178,1420,1404,610,8,Male,TV,Summer Sale,7203,268,1
60,44796,13,2124,2434,1405,112,4,Female,Radio,Fall Sale,8626,447,1
41,94812,7,9692,3061,1406,893,6,Female,TV,Fall Sale,1380,767,0
41,52646,18,1441,214,1407,171,5,Female,Radio,Summer Sale,6826,899,1
63,30807,12,2267,3872,1408,815,7,Female,Social Media,Spring Sale,9495,212,0
66,71912,10,429,783,1409,289,8,Female,TV,Winter Sale,7076,515,1
23,49769,9,4937,3941,1410,617,2,Male,Email,Winter Sale,7250,12,1
68,92852,2,1779,4942,1411,878,5,Female,Email,Summer Sale,3505,345,1
68,74899,5,6047,1525,1412,362,7,Male,Direct Mail,Spring Sale,8576,218,0
58,42561,11,9152,4229,1413,272,5,Female,TV,Spring Sale,8276,437,0
54,73242,12,3365,2693,1414,895,8,Female,Direct Mail,Summer Sale,3438,173,1
26,56935,14,9920,4390,1415,886,2,Female,Social Media,Fall Sale,4854,842,0
46,73926,19,9733,3485,1416,941,3,Female,Social Media,Spring Sale,4022,745,0
26,52001,5,3496,1630,1417,338,3,Male,TV,Spring Sale,3353,719,1
31,40151,1,8507,2741,1418,463,4,Male,Direct Mail,Fall Sale,9311,56,0
36,66524,4,9271,2122,1419,583,2,Male,Radio,Fall Sale,8204,222,0
53,68483,6,5017,2459,1420,338,7,Male,Radio,Spring Sale,8440,362,1
46,71583,18,889,3646,1421,226,6,Male,Radio,Winter Sale,4341,550,0
37,57467,4,9319,2649,1422,645,6,Female,TV,Fall Sale,5999,667,1
56,49641,12,8687,2069,1423,895,7,Female,Social Media,Winter Sale,8591,75,1
41,54715,4,1333,584,1424,669,3,Male,Radio,Spring Sale,6494,716,0
40,96759,5,4304,1419,1425,216,7,Female,Social Media,Winter Sale,5872,185,0
55,43551,8,5946,189,1426,379,3,Male,Email,Summer Sale,8883,333,1
62,43628,8,5545,1856,1427,248,2,Female,Social Media,Summer Sale,6286,682,1
25,75478,7,1910,1299,1428,909,3,Female,Email,Spring Sale,8645,23,1
20,65962,1,3204,4913,1429,108,6,Male,Radio,Fall Sale,6400,694,0
65,42955,17,6136,4733,1430,194,9,Male,Social Media,Winter Sale,4524,621,1
23,98810,2,2153,3422,1431,967,1,Female,Email,Winter Sale,7281,831,1
51,49103,14,6639,2229,1432,843,3,Female,Email,Spring Sale,6094,837,0
50,38139,19,5736,4334,1433,883,4,Female,Social Media,Fall Sale,2362,604,0
42,50329,7,6700,834,1434,242,3,Female,Email,Winter Sale,2635,878,0
32,79282,12,7384,3419,1435,186,4,Male,TV,Spring Sale,2839,234,1
23,38182,2,7881,4374,1436,175,6,Female,Radio,Fall Sale,7356,397,0
29,81825,12,8041,1479,1437,668,4,Female,Direct Mail,Spring Sale,7653,698,1
55,71552,19,4023,1771,1438,530,3,Male,Radio,Winter Sale,8429,482,1
38,70762,16,787,478,1439,423,3,Male,Social Media,Summer Sale,8248,168,1
69,34244,17,4907,2338,1440,998,8,Female,Email,Spring Sale,2682,729,1
20,95159,18,1835,4633,1441,762,2,Male,Social Media,Winter Sale,8228,308,1
49,81840,3,9000,108,1442,649,3,Female,Email,Winter Sale,2576,166,0
54,81953,4,2784,3245,1443,554,4,Male,TV,Fall Sale,1228,773,0
24,98537,6,8486,4973,1444,482,6,Female,Radio,Summer Sale,8723,153,1
43,56806,2,9289,3776,1445,659,1,Male,Direct Mail,Winter Sale,5928,539,1
64,49431,6,9821,453,1446,157,8,Female,TV,Winter Sale,8605,185,1
63,73186,12,6067,893,1447,714,7,Male,Email,Winter Sale,3807,796,0
22,69259,19,425,2262,1448,483,6,Female,Email,Fall Sale,5538,462,1
18,98961,17,6640,2468,1449,299,7,Male,Social Media,Winter Sale,7969,103,0
51,56259,1,4815,1273,1450,284,5,Female,Email,Winter Sale,7825,191,0
36,63062,3,5326,1124,1451,307,9,Female,Radio,Spring Sale,1209,464,0
30,67705,19,8862,1397,1452,695,6,Male,Radio,Winter Sale,8181,385,1
65,80923,17,5384,1587,1453,717,6,Male,Email,Summer Sale,2118,274,0
57,32889,11,9857,3604,1454,303,7,Female,Radio,Summer Sale,6804,207,0
51,84494,6,6775,1052,1455,866,2,Female,Radio,Summer Sale,5077,697,1
68,35425,6,8426,1126,1456,343,7,Female,Social Media,Fall Sale,3573,145,1
69,45460,16,9665,4354,1457,836,1,Male,Direct Mail,Fall Sale,3900,878,0
42,39975,13,8897,2131,1458,233,9,Male,Radio,Spring Sale,4680,847,1
46,48829,14,5460,3919,1459,300,1,Female,Social Media,Summer Sale,4509,987,1
27,62524,11,9719,3382,1460,471,9,Male,Social Media,Summer Sale,5856,208,0
21,53636,2,1708,1781,1461,677,5,Male,Direct Mail,Summer Sale,4368,308,0
27,88196,11,6482,4560,1462,632,4,Male,Radio,Spring Sale,5026,389,0
23,38430,9,4115,2730,1463,895,8,Female,TV,Winter Sale,1818,198,1
38,45870,7,4244,4799,1464,972,4,Male,Radio,Winter Sale,5692,998,1
43,53395,19,8595,851,1465,371,9,Female,Direct Mail,Summer Sale,4697,491,0
61,74740,6,8662,4300,1466,960,3,Male,Radio,Fall Sale,1585,884,0
51,69674,6,7346,159,1467,516,9,Male,Radio,Fall Sale,2111,996,1
42,60210,6,1536,2447,1468,324,2,Male,Radio,Fall Sale,5737,139,0
18,71992,11,4385,3228,1469,686,8,Female,Email,Winter Sale,9095,276,1
54,80358,17,9643,1722,1470,646,7,Female,Direct Mail,Winter Sale,3767,769,0
31,65903,16,5644,2719,1471,616,3,Female,Social Media,Summer Sale,6938,711,1
28,51153,7,3916,2634,1472,958,3,Female,Social Media,Winter Sale,2652,241,1
44,74689,14,8238,3241,1473,900,4,Male,TV,Fall Sale,5583,970,0
62,75181,16,550,3467,1474,567,3,Male,Social Media,Fall Sale,8684,27,0
41,85432,11,5694,4611,1475,799,4,Male,TV,Winter Sale,4743,34,0
23,89281,19,9570,1787,1476,543,5,Male,Direct Mail,Summer Sale,8577,402,0
69,87081,16,8988,4233,1477,808,4,Male,Radio,Spring Sale,8805,17,0
19,39466,4,8269,2490,1478,256,9,Female,Radio,Summer Sale,1608,845,1
18,93079,3,8363,1690,1479,173,5,Male,Direct Mail,Spring Sale,7896,564,1
61,95817,16,9919,1298,1480,273,2,Female,Radio,Winter Sale,5848,526,0
58,34876,16,489,267,1481,687,5,Male,Social Media,Summer Sale,5582,501,1
54,69249,11,3342,3457,1482,867,7,Male,Radio,Spring Sale,7895,757,0
58,32652,15,3330,1752,1483,962,5,Male,Social Media,Spring Sale,5670,712,1
41,85242,4,4234,3025,1484,988,7,Male,Social Media,Fall Sale,8096,567,1
45,40145,3,9902,2349,1485,270,2,Female,Email,Summer Sale,9650,842,1
56,79665,16,8135,4187,1486,751,1,Female,Social Media,Spring Sale,3232,95,1
24,31281,11,3585,3369,1487,297,6,Female,TV,Spring Sale,7073,858,0
58,47831,1,4086,2849,1488,879,3,Female,Social Media,Winter Sale,4978,33,1
59,89601,10,8665,4944,1489,586,2,Male,Email,Summer Sale,8425,255,1
63,89199,10,4335,2919,1490,639,8,Male,TV,Fall Sale,1872,128,1
19,37486,1,1341,2324,1491,924,2,Female,Radio,Spring Sale,6338,231,0
32,54109,13,7553,3131,1492,494,8,Female,Radio,Winter Sale,8342,89,0
47,75935,17,6513,56,1493,765,1,Male,Radio,Spring Sale,2280,171,1
63,70297,13,2470,4791,1494,123,5,Female,Radio,Winter Sale,6242,659,1
29,42048,2,9368,820,1495,927,5,Male,Social Media,Spring Sale,1990,387,1
19,96696,1,2114,1800,1496,857,1,Male,Social Media,Summer Sale,7512,63,1
41,67583,7,9292,4700,1497,587,8,Female,TV,Winter Sale,6166,434,0
44,72579,9,2019,4630,1498,359,8,Male,TV,Winter Sale,9770,138,0
35,36888,19,6478,3730,1499,324,1,Male,Direct Mail,Fall Sale,1910,535,0
32,42464,7,7201,3769,1500,929,4,Female,TV,Spring Sale,2230,636,0
